index,depth,file,result,hash,total_meas,measurements,img_width,img_height,n_two_qubit_gates,n_one_qubit_gates,amount_gates,file_size_bytes,n_barriers
33124,15,./data/images/33124.png,"[0.148, 0.345, 0.162, 0.345, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1f70c0e76ef9e23cc50a6998ae2a130f,3,"[0, 1, 3]",1016,339,14,14,"{""h"": 1, ""id"": 9, ""z"": 2, ""swap"": 4, ""cx"": 4, ""cz"": 6, ""ry"": 2}",24990,0
33125,15,./data/images/33125.png,"[0.002, 0.011, 0.291, 0.696, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6a9136762d47ba7b3f407a1362dc7c14,3,"[0, 1, 4]",1016,339,14,14,"{""h"": 1, ""id"": 9, ""z"": 2, ""swap"": 4, ""cx"": 4, ""cz"": 6, ""ry"": 2}",24940,0
33126,15,./data/images/33126.png,"[0.167, 0.357, 0.161, 0.315, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4ffabfff8bdd33f9ac1e0dde19e3830f,3,"[0, 2, 3]",1016,339,14,14,"{""h"": 1, ""id"": 9, ""z"": 2, ""swap"": 4, ""cx"": 4, ""cz"": 6, ""ry"": 2}",24946,0
33127,15,./data/images/33127.png,"[0.002, 0.017, 0.656, 0.325, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",f400f41957979ea550ad22055056870a,3,"[0, 2, 4]",968,339,14,14,"{""h"": 1, ""id"": 9, ""z"": 2, ""swap"": 4, ""cx"": 4, ""cz"": 6, ""ry"": 2}",24675,0
33128,15,./data/images/33128.png,"[0.009, 0.01, 0.006, 0.005, 0.147, 0.15, 0.322, 0.351, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",fa82c253345e49e1606a5687af9b4384,3,"[0, 3, 4]",968,339,14,14,"{""h"": 1, ""id"": 9, ""z"": 2, ""swap"": 4, ""cx"": 4, ""cz"": 6, ""ry"": 2}",24583,0
33129,15,./data/images/33129.png,"[0.49, 0.51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",faa3c53997a040506ea9c5a91eb1abb7,3,"[1, 2, 3]",1016,339,14,14,"{""h"": 1, ""id"": 9, ""z"": 2, ""swap"": 4, ""cx"": 4, ""cz"": 6, ""ry"": 2}",24875,0
33130,15,./data/images/33130.png,"[0.025, 0.975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",da4f544cf25fcf1627281921eb568364,3,"[1, 2, 4]",968,339,14,14,"{""h"": 1, ""id"": 9, ""z"": 2, ""swap"": 4, ""cx"": 4, ""cz"": 6, ""ry"": 2}",24606,0
33131,15,./data/images/33131.png,"[0.01, 0.005, 0.496, 0.489, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6ddc56ab08a5d64b716bc18d5611e56c,3,"[1, 3, 4]",968,339,14,14,"{""h"": 1, ""id"": 9, ""z"": 2, ""swap"": 4, ""cx"": 4, ""cz"": 6, ""ry"": 2}",24521,0
33132,15,./data/images/33132.png,"[0.01, 0.007, 0.475, 0.508, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3f9b227a0d276153c8b1278bb2987bf6,3,"[2, 3, 4]",968,339,14,14,"{""h"": 1, ""id"": 9, ""z"": 2, ""swap"": 4, ""cx"": 4, ""cz"": 6, ""ry"": 2}",24529,0
33133,15,./data/images/33133.png,"[0.331, 0.165, 0.337, 0.167, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",a13b370c97740967be2231b412d44dc8,4,"[0, 1, 2, 3]",1065,339,14,14,"{""h"": 1, ""id"": 9, ""z"": 2, ""swap"": 4, ""cx"": 4, ""cz"": 6, ""ry"": 2}",26362,0
33134,15,./data/images/33134.png,"[0.003, 0.012, 0.682, 0.303, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8a46dd2ed5dfbef9947c21cd09c2bf72,4,"[0, 1, 2, 4]",1016,339,14,14,"{""h"": 1, ""id"": 9, ""z"": 2, ""swap"": 4, ""cx"": 4, ""cz"": 6, ""ry"": 2}",26122,0
33135,15,./data/images/33135.png,"[0.001, 0.006, 0.004, 0.006, 0.168, 0.153, 0.335, 0.327, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",dce9a0bdfb758bb9e3962ddbbf95093b,4,"[0, 1, 3, 4]",1016,339,14,14,"{""h"": 1, ""id"": 9, ""z"": 2, ""swap"": 4, ""cx"": 4, ""cz"": 6, ""ry"": 2}",26025,0
33136,15,./data/images/33136.png,"[0.001, 0.006, 0.003, 0.006, 0.352, 0.164, 0.324, 0.144, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",224ed77fbdb8872ef8e185315b71f7b3,4,"[0, 2, 3, 4]",1016,339,14,14,"{""h"": 1, ""id"": 9, ""z"": 2, ""swap"": 4, ""cx"": 4, ""cz"": 6, ""ry"": 2}",26030,0
33137,15,./data/images/33137.png,"[0.005, 0.013, 0.492, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",dd4887e1be5c82763cb605c85da12bad,4,"[1, 2, 3, 4]",1016,339,14,14,"{""h"": 1, ""id"": 9, ""z"": 2, ""swap"": 4, ""cx"": 4, ""cz"": 6, ""ry"": 2}",25962,0
33138,15,./data/images/33138.png,"[0.002, 0.003, 0.003, 0.149, 0.153, 0.339, 0.008, 0.343, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",111ce525e40b7cb1ddc5382b1d5f157c,5,"[0, 1, 2, 3, 4]",1065,339,14,14,"{""h"": 1, ""id"": 9, ""z"": 2, ""swap"": 4, ""cx"": 4, ""cz"": 6, ""ry"": 2}",27491,0
34069,3,./data/images/34069.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0a1a22c1b4f0de30cb3ce883845e8aeb,1,[0],340,339,0,3,"{""id"": 3}",9323,2
34070,3,./data/images/34070.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5a13cf5cd2402b0eb4b6c3cbc6d436f1,1,[1],340,339,0,3,"{""id"": 3}",9283,2
34071,3,./data/images/34071.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",f981e84c1f48658cc3f3777edfba24e2,1,[2],340,339,0,3,"{""id"": 3}",9199,2
34072,3,./data/images/34072.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",e16fb6d58c7bed67032343f39cdda2dd,1,[3],340,339,0,3,"{""id"": 3}",9144,2
34073,3,./data/images/34073.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",795d036a6910298dfd6cb2254034da23,1,[4],340,339,0,3,"{""id"": 3}",9024,2
34074,3,./data/images/34074.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",ff08778c9bcdd092aa4bb88269abdc55,2,"[0, 1]",389,339,0,3,"{""id"": 3}",10794,2
34075,3,./data/images/34075.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",a445b14d26bb8a559d7a0f37bf306286,2,"[0, 2]",389,339,0,3,"{""id"": 3}",10770,2
34076,3,./data/images/34076.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5d90d786d70ce9c134b2fa34327d69c2,2,"[0, 3]",389,339,0,3,"{""id"": 3}",10695,2
34077,3,./data/images/34077.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",eff35365e61fdedcc2fe3205090096db,2,"[0, 4]",389,339,0,3,"{""id"": 3}",10662,2
34078,3,./data/images/34078.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",06db10e41e09b7a2e8b4922e1b60f830,2,"[1, 2]",389,339,0,3,"{""id"": 3}",10727,2
34079,3,./data/images/34079.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",87ef2675320d79a6db53abcfac57363e,2,"[1, 3]",389,339,0,3,"{""id"": 3}",10654,2
34080,3,./data/images/34080.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",93bd9eff2c2ab0209024fdeb64762ef7,2,"[1, 4]",389,339,0,3,"{""id"": 3}",10617,2
34081,3,./data/images/34081.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",235becee1b145a3d744792183567013e,2,"[2, 3]",389,339,0,3,"{""id"": 3}",10567,2
34082,3,./data/images/34082.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2caada39c26ddd1440da9d37051a4923,2,"[2, 4]",389,339,0,3,"{""id"": 3}",10539,2
34083,3,./data/images/34083.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",410cd708a7356f4062c8da15abb9a08a,2,"[3, 4]",389,339,0,3,"{""id"": 3}",10465,2
34084,3,./data/images/34084.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2fa43981ad7024abc081707d000e9009,3,"[0, 1, 2]",437,339,0,3,"{""id"": 3}",12030,2
34085,3,./data/images/34085.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",847e8fafd94e8696c61f4415d67aaf96,3,"[0, 1, 3]",437,339,0,3,"{""id"": 3}",12038,2
34086,3,./data/images/34086.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",e7f4351f04c863da46c46bbc25d45f1c,3,"[0, 1, 4]",437,339,0,3,"{""id"": 3}",12044,2
34087,3,./data/images/34087.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",004c1609b93333bd9e89f2dcdeca1d92,3,"[0, 2, 3]",437,339,0,3,"{""id"": 3}",12014,2
34088,3,./data/images/34088.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",250d21e71a807c3e18c65409e2d12c4a,3,"[0, 2, 4]",437,339,0,3,"{""id"": 3}",12016,2
34089,3,./data/images/34089.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",d0b660811dffa8f74241c7e6deb75eea,3,"[0, 3, 4]",437,339,0,3,"{""id"": 3}",11954,2
34090,3,./data/images/34090.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",67020c392fa7e9333a194c76fe53d2ba,3,"[1, 2, 3]",437,339,0,3,"{""id"": 3}",11967,2
34091,3,./data/images/34091.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",ab4258d5dc10d9a77c7cdd88a8c01e20,3,"[1, 2, 4]",437,339,0,3,"{""id"": 3}",11971,2
34092,3,./data/images/34092.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",a7cdce1b3d14005b57a7ec390bece23c,3,"[1, 3, 4]",437,339,0,3,"{""id"": 3}",11912,2
34093,3,./data/images/34093.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",39198c0b6e0562867be2f01dfc06599b,3,"[2, 3, 4]",437,339,0,3,"{""id"": 3}",11819,2
34094,3,./data/images/34094.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9cd9a583b7c7d8287adcf6894e718d07,4,"[0, 1, 2, 3]",485,339,0,3,"{""id"": 3}",13299,2
34095,3,./data/images/34095.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0cd148160b1b51e7fd7bafbff2ab6b09,4,"[0, 1, 2, 4]",485,339,0,3,"{""id"": 3}",13268,2
34096,3,./data/images/34096.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",57b43cfa06cb113bcf6aeea4f263baa6,4,"[0, 1, 3, 4]",485,339,0,3,"{""id"": 3}",13280,2
34097,3,./data/images/34097.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3bef0076929327af4d2740066d001210,4,"[0, 2, 3, 4]",485,339,0,3,"{""id"": 3}",13249,2
34098,3,./data/images/34098.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9a3028f9a6e2d4d654fb8ecaca017612,4,"[1, 2, 3, 4]",485,339,0,3,"{""id"": 3}",13210,2
34099,3,./data/images/34099.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",046bf701dfe9a58e4dc26b265c6227fc,5,"[0, 1, 2, 3, 4]",534,339,0,3,"{""id"": 3}",14522,2
33759,3,./data/images/33759.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",b1da05dfcdf8e9e0eb39015f7c3deff1,1,[0],292,339,3,2,"{""id"": 1, ""h"": 1, ""swap"": 2, ""cx"": 1}",9528,0
33760,3,./data/images/33760.png,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",c83a0c7c934dbeaad8b0cfecde373160,1,[1],292,339,3,2,"{""id"": 1, ""h"": 1, ""swap"": 2, ""cx"": 1}",9453,0
33761,4,./data/images/33761.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",64d881ad6d8650f4b5a9461e45723b09,1,[2],292,339,3,2,"{""id"": 1, ""h"": 1, ""swap"": 2, ""cx"": 1}",9381,0
33762,4,./data/images/33762.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4eea0e399ad3235ebb9dbcb881a9da82,1,[3],292,339,3,2,"{""id"": 1, ""h"": 1, ""swap"": 2, ""cx"": 1}",9342,0
33763,3,./data/images/33763.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",eae27c17bfad3e6e6534fcba7d775376,1,[4],244,339,3,2,"{""id"": 1, ""h"": 1, ""swap"": 2, ""cx"": 1}",8883,0
33764,3,./data/images/33764.png,"[0.519, 0.481, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",44a7644962a5083f5caa7188836bdd15,2,"[0, 1]",340,339,3,2,"{""id"": 1, ""h"": 1, ""swap"": 2, ""cx"": 1}",10722,0
33765,4,./data/images/33765.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1f926587a24ac184b8c6a9001b1ad1e5,2,"[0, 2]",340,339,3,2,"{""id"": 1, ""h"": 1, ""swap"": 2, ""cx"": 1}",10815,0
33766,4,./data/images/33766.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8b01df7afd3a1f4a0424af7d316a681b,2,"[0, 3]",340,339,3,2,"{""id"": 1, ""h"": 1, ""swap"": 2, ""cx"": 1}",10874,0
33767,3,./data/images/33767.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",677e26a03694df89d0aa67dd2da1d243,2,"[0, 4]",292,339,3,2,"{""id"": 1, ""h"": 1, ""swap"": 2, ""cx"": 1}",10624,0
